losses,time_itr,lambda_,step_size,preprocess_time
116159.23745340636,0.10358667373657227,0.01,0.0001,0.6649508476257324
114618.80471701299,0.12400984764099121,0.01,0.0001,0.6649508476257324
110761.15414413037,0.09284424781799316,0.01,0.0001,0.6649508476257324
109483.78982017915,0.08222579956054688,0.01,0.0001,0.6649508476257324
108664.81400624388,0.07674098014831543,0.01,0.0001,0.6649508476257324
106264.39914209094,0.08864402770996094,0.01,0.0001,0.6649508476257324
103556.5312614256,0.13439202308654785,0.01,0.0001,0.6649508476257324
100029.58927773779,0.1233360767364502,0.01,0.0001,0.6649508476257324
97284.61415620074,0.1402420997619629,0.01,0.0001,0.6649508476257324
95839.9569455938,0.1034708023071289,0.01,0.0001,0.6649508476257324
92012.20487810492,0.09956908226013184,0.01,0.0001,0.6649508476257324
90430.07384270425,0.169356107711792,0.01,0.0001,0.6649508476257324
87917.64799607174,0.19644808769226074,0.01,0.0001,0.6649508476257324
85376.66975883057,0.09555625915527344,0.01,0.0001,0.6649508476257324
83055.82280959375,0.15548110008239746,0.01,0.0001,0.6649508476257324
81222.80024165314,0.11509895324707031,0.01,0.0001,0.6649508476257324
78807.86274468598,0.14099693298339844,0.01,0.0001,0.6649508476257324
74193.17280956106,0.13501906394958496,0.01,0.0001,0.6649508476257324
70779.18796844846,0.10844206809997559,0.01,0.0001,0.6649508476257324
68747.74104524055,0.13194608688354492,0.01,0.0001,0.6649508476257324
68060.26595548066,0.16158485412597656,0.01,0.0001,0.6649508476257324
66777.9912869466,0.10756802558898926,0.01,0.0001,0.6649508476257324
65632.23932139446,0.08425688743591309,0.01,0.0001,0.6649508476257324
64904.84958312461,0.11743807792663574,0.01,0.0001,0.6649508476257324
63240.979210524674,0.12344598770141602,0.01,0.0001,0.6649508476257324
60076.34074143894,0.14082598686218262,0.01,0.0001,0.6649508476257324
58320.64156245575,0.10379600524902344,0.01,0.0001,0.6649508476257324
55332.72573055663,0.11317873001098633,0.01,0.0001,0.6649508476257324
54351.65210515567,0.10329008102416992,0.01,0.0001,0.6649508476257324
52133.40797952185,0.1267528533935547,0.01,0.0001,0.6649508476257324
51191.153763907176,0.10292601585388184,0.01,0.0001,0.6649508476257324
46812.35421271661,0.1261131763458252,0.01,0.0001,0.6649508476257324
46207.515300887855,0.09993815422058105,0.01,0.0001,0.6649508476257324
45017.79418336313,0.08627820014953613,0.01,0.0001,0.6649508476257324
40815.02816043196,0.09532380104064941,0.01,0.0001,0.6649508476257324
40330.85318342717,0.11914300918579102,0.01,0.0001,0.6649508476257324
38301.13795339039,0.1016702651977539,0.01,0.0001,0.6649508476257324
36039.08619672433,0.1275336742401123,0.01,0.0001,0.6649508476257324
35007.13181430903,0.11218404769897461,0.01,0.0001,0.6649508476257324
31885.535038384147,0.1632688045501709,0.01,0.0001,0.6649508476257324
29200.828662260174,0.12197184562683105,0.01,0.0001,0.6649508476257324
27458.10343397611,0.10860109329223633,0.01,0.0001,0.6649508476257324
26182.17399394711,0.0823969841003418,0.01,0.0001,0.6649508476257324
21961.613165440638,0.07891607284545898,0.01,0.0001,0.6649508476257324
21043.963909095295,0.10192608833312988,0.01,0.0001,0.6649508476257324
18536.328427565262,0.20220708847045898,0.01,0.0001,0.6649508476257324
17111.145424270435,0.09902310371398926,0.01,0.0001,0.6649508476257324
12705.192082770362,0.1658341884613037,0.01,0.0001,0.6649508476257324
9866.007012812468,0.15176177024841309,0.01,0.0001,0.6649508476257324
7990.241532071887,0.1405479907989502,0.01,0.0001,0.6649508476257324
7951.8958559116,0.09263777732849121,0.01,0.0001,0.6649508476257324
7928.005887719651,0.09804677963256836,0.01,0.0001,0.6649508476257324
7913.596448346808,0.07630491256713867,0.01,0.0001,0.6649508476257324
7866.008535188631,0.08496618270874023,0.01,0.0001,0.6649508476257324
7853.900598071539,0.09024477005004883,0.01,0.0001,0.6649508476257324
7765.552992073681,0.08852720260620117,0.01,0.0001,0.6649508476257324
7646.6562683357,0.08626794815063477,0.01,0.0001,0.6649508476257324
7512.208158090042,0.07942605018615723,0.01,0.0001,0.6649508476257324
7473.240556147835,0.0939631462097168,0.01,0.0001,0.6649508476257324
7411.455308095932,0.09026479721069336,0.01,0.0001,0.6649508476257324
7387.646949456833,0.1016550064086914,0.01,0.0001,0.6649508476257324
7352.616054821668,0.1060020923614502,0.01,0.0001,0.6649508476257324
7305.536609119699,0.09738016128540039,0.01,0.0001,0.6649508476257324
7286.985802654688,0.09996175765991211,0.01,0.0001,0.6649508476257324
7262.98472642778,0.08453917503356934,0.01,0.0001,0.6649508476257324
7238.783415409458,0.08811593055725098,0.01,0.0001,0.6649508476257324
7171.820828478066,0.10931563377380371,0.01,0.0001,0.6649508476257324
7074.103051067144,0.09193301200866699,0.01,0.0001,0.6649508476257324
7045.50841306916,0.08843994140625,0.01,0.0001,0.6649508476257324
6980.583742089148,0.10956692695617676,0.01,0.0001,0.6649508476257324
6904.542654013407,0.09099888801574707,0.01,0.0001,0.6649508476257324
6846.066899695985,0.09847593307495117,0.01,0.0001,0.6649508476257324
6833.003771480204,0.07796907424926758,0.01,0.0001,0.6649508476257324
6821.128913568871,0.08128190040588379,0.01,0.0001,0.6649508476257324
